txn_id,day,customer_id,time_of_day,product,price_shown,bought
277,1,936,morning,coffee,3.81,0
278,1,3063,morning,matcha,10.57,0
279,1,6063,morning,croissant,5.83,0
280,1,2807,afternoon,matcha,10.57,0
281,1,2402,afternoon,cookie,2.29,0
282,1,6923,morning,coffee,3.81,1
283,1,2510,morning,coffee,3.81,0
284,1,894,afternoon,cookie,2.29,0
285,1,5736,afternoon,coffee,3.81,0
286,1,2884,morning,muffin,2.63,1
287,1,7626,afternoon,cookie,2.29,0
288,1,9525,morning,croissant,5.83,0
289,1,886,morning,muffin,2.63,0
290,1,7797,morning,coffee,3.81,0
291,1,1178,morning,croissant,5.83,1
292,1,5331,morning,croissant,5.83,0
293,1,7751,morning,coffee,3.81,1
294,1,9560,afternoon,cookie,2.29,0
295,1,8355,afternoon,matcha,10.57,0
296,1,3388,morning,croissant,5.83,0
297,1,2305,afternoon,croissant,5.83,0
298,1,7234,afternoon,coffee,3.81,0
299,1,3167,afternoon,cookie,2.29,0
300,1,6879,afternoon,coffee,3.81,0
301,1,7501,afternoon,matcha,10.57,0
302,1,593,morning,coffee,3.81,0
303,1,7807,morning,coffee,3.81,0
304,1,6013,morning,muffin,2.63,0
305,1,92,morning,cookie,2.29,0
306,1,9874,morning,muffin,2.63,0
307,1,403,morning,coffee,3.81,1
308,1,8220,morning,coffee,3.81,0
309,1,7186,morning,coffee,3.81,1
310,1,3868,morning,matcha,10.57,0
311,1,2366,morning,matcha,10.57,1
312,1,3861,afternoon,croissant,5.83,0
313,1,9228,afternoon,coffee,3.81,0
314,1,5243,morning,croissant,5.83,0
315,1,6269,afternoon,cookie,2.29,0
316,1,7483,morning,matcha,10.57,0
317,1,153,morning,cookie,2.29,0
318,1,3255,morning,coffee,3.81,0
319,1,9147,afternoon,coffee,3.81,0
320,1,110,morning,coffee,3.81,1
321,1,1437,afternoon,muffin,2.63,1
322,1,1262,afternoon,coffee,3.81,0
323,1,3022,morning,muffin,2.63,1
324,1,6350,morning,croissant,5.83,0
325,1,7059,morning,muffin,2.63,1
326,1,8790,morning,muffin,2.63,1
327,1,2226,morning,croissant,5.83,1
328,1,2577,afternoon,coffee,3.81,0
329,1,4441,afternoon,muffin,2.63,0
330,1,2184,afternoon,muffin,2.63,0
331,1,1559,afternoon,muffin,2.63,0
332,1,9119,morning,coffee,3.81,0
333,1,5523,afternoon,cookie,2.29,1
334,1,3344,morning,muffin,2.63,0
335,1,1795,afternoon,croissant,5.83,0
336,1,5041,afternoon,matcha,10.57,0
337,1,4878,afternoon,muffin,2.63,0
338,1,8703,morning,coffee,3.81,0
339,1,8292,afternoon,matcha,10.57,0
340,1,6458,morning,cookie,2.29,0
341,1,9101,morning,muffin,2.63,0
342,1,9933,morning,muffin,2.63,0
343,1,6181,afternoon,croissant,5.83,1
344,1,992,morning,muffin,2.63,0
345,1,463,afternoon,matcha,10.57,0
346,1,8574,afternoon,matcha,10.57,0
347,1,7392,afternoon,muffin,2.63,1
348,1,2616,morning,coffee,3.81,0
349,1,6605,morning,cookie,2.29,0
350,1,580,afternoon,matcha,10.57,0
351,1,5108,morning,cookie,2.29,0
352,1,4312,afternoon,matcha,10.57,0
353,1,5826,afternoon,matcha,10.57,0
354,1,8891,morning,croissant,5.83,0
355,1,8082,afternoon,muffin,2.63,0
356,1,1531,morning,cookie,2.29,0
357,1,6302,morning,muffin,2.63,0
358,1,9565,morning,muffin,2.63,1
359,1,75,morning,coffee,3.81,0
360,1,69,morning,matcha,10.57,0
361,1,5848,afternoon,cookie,2.29,0
362,1,7075,afternoon,cookie,2.29,0
363,1,2612,afternoon,matcha,10.57,0
364,1,5572,afternoon,matcha,10.57,0
365,1,4746,afternoon,cookie,2.29,1
366,1,7979,morning,muffin,2.63,0
367,1,1902,afternoon,croissant,5.83,0
368,1,1852,afternoon,cookie,2.29,0
369,1,818,afternoon,matcha,10.57,0
370,1,5661,afternoon,cookie,2.29,0
371,1,8647,afternoon,croissant,5.83,0
372,1,9026,afternoon,croissant,5.83,0
373,1,6753,afternoon,matcha,10.57,0
374,1,4771,morning,croissant,5.83,1
375,1,6047,afternoon,coffee,3.81,1
376,1,2135,morning,coffee,3.81,1
377,1,9294,morning,muffin,2.63,0
378,1,1624,morning,cookie,2.29,0
379,1,2037,afternoon,cookie,2.29,0
380,1,2677,afternoon,matcha,10.57,0
381,1,9607,morning,matcha,10.57,0
382,1,4571,afternoon,muffin,2.63,0
383,1,6610,afternoon,coffee,3.81,1
384,1,2731,afternoon,matcha,10.57,0
385,1,7400,morning,coffee,3.81,0
386,1,3745,afternoon,cookie,2.29,0
387,1,8775,morning,croissant,5.83,0
388,1,7534,morning,matcha,10.57,0
389,1,3427,morning,cookie,2.29,0
390,1,4147,morning,croissant,5.83,1
391,1,8131,morning,croissant,5.83,0
392,1,9388,morning,croissant,5.83,1
393,1,8180,afternoon,coffee,3.81,0
394,1,8059,morning,croissant,5.83,0
395,1,519,afternoon,cookie,2.29,1
396,1,1706,morning,croissant,5.83,0
397,1,6217,afternoon,coffee,3.81,0
398,1,9396,morning,croissant,5.83,1
399,1,5691,morning,matcha,10.57,0
400,1,2122,afternoon,coffee,3.81,0
401,1,2506,morning,coffee,3.81,1
402,1,5113,afternoon,cookie,2.29,0
403,1,9295,afternoon,cookie,2.29,0
404,1,8912,morning,croissant,5.83,0
405,1,8052,afternoon,cookie,2.29,0
406,1,480,morning,matcha,10.57,0
407,1,8119,afternoon,cookie,2.29,0
408,1,7632,morning,matcha,10.57,0
409,1,3042,morning,matcha,10.57,1
410,1,9878,afternoon,croissant,5.83,0
411,1,5394,afternoon,matcha,10.57,0
412,1,3379,morning,croissant,5.83,0
413,1,8615,morning,matcha,10.57,0
414,1,4912,afternoon,cookie,2.29,1
415,1,1471,afternoon,muffin,2.63,0
416,1,9904,morning,croissant,5.83,0
417,1,1131,afternoon,matcha,10.57,1
418,1,1355,morning,croissant,5.83,0
419,1,2413,morning,muffin,2.63,0
420,1,9982,morning,coffee,3.81,1
421,1,4212,morning,croissant,5.83,0
422,1,4241,morning,coffee,3.81,1
423,1,7371,morning,coffee,3.81,1
424,1,1686,afternoon,cookie,2.29,0
425,1,3105,morning,coffee,3.81,0
426,1,5805,morning,matcha,10.57,0
427,1,637,afternoon,matcha,10.57,1
428,1,1689,morning,coffee,3.81,0
429,1,6075,afternoon,muffin,2.63,0
430,1,4662,afternoon,muffin,2.63,0
431,1,4352,morning,matcha,10.57,0
432,1,1291,afternoon,cookie,2.29,0
433,1,6,afternoon,matcha,10.57,0
434,1,2993,afternoon,matcha,10.57,0
435,1,9722,morning,muffin,2.63,0
436,1,2061,morning,coffee,3.81,1
437,1,9151,morning,matcha,10.57,1
438,1,380,morning,muffin,2.63,1
439,1,4661,morning,croissant,5.83,0
440,1,5620,morning,coffee,3.81,1
441,1,4549,afternoon,matcha,10.57,0
442,1,1061,afternoon,croissant,5.83,1
443,1,2104,afternoon,cookie,2.29,0
444,1,8609,afternoon,coffee,3.81,0
445,1,9508,morning,matcha,10.57,0
446,1,7847,morning,matcha,10.57,0
447,1,3785,afternoon,coffee,3.81,0
448,1,4396,morning,coffee,3.81,0
449,1,8255,morning,croissant,5.83,0
450,1,5906,morning,cookie,2.29,0
451,1,189,afternoon,croissant,5.83,0
452,1,8689,morning,matcha,10.57,0
453,1,8051,morning,coffee,3.81,1
454,1,9517,afternoon,croissant,5.83,0
455,1,6259,morning,matcha,10.57,0
456,1,2038,afternoon,croissant,5.83,0
457,1,576,afternoon,muffin,2.63,0
458,1,9220,morning,croissant,5.83,0
459,1,5881,morning,muffin,2.63,0
460,1,1615,afternoon,muffin,2.63,0
461,1,7270,afternoon,cookie,2.29,0
462,1,9647,afternoon,cookie,2.29,1
463,1,7615,morning,matcha,10.57,0
464,1,1267,afternoon,matcha,10.57,0
465,1,6575,afternoon,croissant,5.83,1
466,1,4560,morning,cookie,2.29,0
467,1,5454,afternoon,cookie,2.29,0
468,1,683,morning,coffee,3.81,0
469,1,9591,afternoon,cookie,2.29,1
470,1,8565,morning,cookie,2.29,0
471,1,2287,afternoon,matcha,10.57,0
472,1,6340,afternoon,cookie,2.29,0
473,1,490,morning,coffee,3.81,1
474,1,1637,afternoon,matcha,10.57,0
475,1,7650,afternoon,matcha,10.57,0
476,1,3466,afternoon,muffin,2.63,0
477,1,8537,afternoon,muffin,2.63,0
478,1,2519,morning,coffee,3.81,1
479,1,9511,afternoon,matcha,10.57,0
480,1,9187,afternoon,croissant,5.83,0
481,1,6280,morning,muffin,2.63,0
482,1,7421,morning,coffee,3.81,1
483,1,2166,morning,croissant,5.83,0
484,1,5970,afternoon,croissant,5.83,0
485,1,12,afternoon,croissant,5.83,0
486,1,2526,morning,coffee,3.81,0
487,1,8093,morning,muffin,2.63,0
488,1,9559,morning,cookie,2.29,0
489,1,3655,morning,croissant,5.83,0
490,1,2139,afternoon,cookie,2.29,1
491,1,8662,morning,coffee,3.81,0
492,1,1718,afternoon,matcha,10.57,0
493,1,2661,morning,coffee,3.81,1
494,1,2456,afternoon,cookie,2.29,0
495,1,9866,morning,croissant,5.83,0
496,1,9489,morning,croissant,5.83,0
497,1,2182,afternoon,coffee,3.81,0
498,1,5429,afternoon,cookie,2.29,0
499,1,3199,morning,coffee,3.81,0
500,1,8421,afternoon,muffin,2.63,0
501,1,8592,afternoon,coffee,3.81,0
502,1,970,afternoon,matcha,10.57,0
503,1,3799,morning,coffee,3.81,1
504,1,4041,afternoon,matcha,10.57,0
505,1,2177,morning,coffee,3.81,1
506,1,8776,afternoon,cookie,2.29,0
507,1,8847,afternoon,cookie,2.29,1
508,1,7933,afternoon,matcha,10.57,0
509,1,1744,afternoon,muffin,2.63,1
510,1,9227,afternoon,muffin,2.63,0
511,1,4798,morning,matcha,10.57,0
512,1,4983,afternoon,coffee,3.81,1
513,1,2392,morning,coffee,3.81,0
514,1,6821,morning,coffee,3.81,0
515,1,6661,morning,coffee,3.81,0
516,1,5387,morning,cookie,2.29,0
517,1,6003,morning,croissant,5.83,0
518,1,2543,morning,muffin,2.63,0
519,1,4735,morning,muffin,2.63,0
520,1,470,morning,coffee,3.81,1
521,1,4617,afternoon,cookie,2.29,0
522,1,4499,morning,coffee,3.81,1
523,1,2240,morning,coffee,3.81,1
524,1,5377,afternoon,matcha,10.57,0
525,1,9195,morning,coffee,3.81,1
526,1,9510,morning,cookie,2.29,0
527,1,2525,afternoon,muffin,2.63,0
528,1,3644,morning,croissant,5.83,1
529,1,9871,morning,cookie,2.29,0
530,1,9013,afternoon,cookie,2.29,0
531,1,3933,morning,muffin,2.63,0
532,1,7148,morning,coffee,3.81,1
533,1,3285,afternoon,matcha,10.57,0
534,1,6835,morning,cookie,2.29,0
535,1,8429,afternoon,matcha,10.57,0
536,1,8639,afternoon,croissant,5.83,0
537,1,3017,afternoon,matcha,10.57,0
538,1,5961,afternoon,muffin,2.63,1
539,1,8493,afternoon,matcha,10.57,0
540,1,468,afternoon,croissant,5.83,0
541,1,7138,morning,muffin,2.63,0
542,1,5233,morning,muffin,2.63,0
543,1,8885,morning,croissant,5.83,0
544,1,76,morning,coffee,3.81,1
545,1,8766,afternoon,cookie,2.29,0
546,1,9297,morning,croissant,5.83,0
547,1,1475,afternoon,matcha,10.57,0
548,1,3596,morning,coffee,3.81,0
549,1,7923,morning,coffee,3.81,0
550,1,5539,afternoon,matcha,10.57,0
551,1,7387,afternoon,cookie,2.29,1
552,1,1138,morning,muffin,2.63,0
553,1,2792,morning,matcha,10.57,0
554,1,570,afternoon,croissant,5.83,0
555,1,6999,afternoon,cookie,2.29,0
556,1,1632,afternoon,matcha,10.57,0
557,1,4927,afternoon,cookie,2.29,0
558,1,8680,afternoon,matcha,10.57,0
559,1,7845,morning,coffee,3.81,1
560,1,7686,afternoon,muffin,2.63,0
561,1,9081,morning,croissant,5.83,0
562,1,4253,afternoon,coffee,3.81,1
563,1,4845,afternoon,cookie,2.29,0
564,1,6535,afternoon,matcha,10.57,0
565,1,679,afternoon,coffee,3.81,0
566,1,9401,afternoon,muffin,2.63,1
567,1,1193,morning,coffee,3.81,1
568,1,1966,afternoon,coffee,3.81,0
569,1,5882,afternoon,coffee,3.81,0
570,1,4373,afternoon,croissant,5.83,0
571,1,2018,morning,cookie,2.29,0
572,1,9128,morning,muffin,2.63,0
573,1,3514,morning,muffin,2.63,0
574,1,4233,morning,croissant,5.83,0
575,1,5432,morning,muffin,2.63,0
576,1,3160,afternoon,coffee,3.81,1
577,1,3963,morning,muffin,2.63,0
578,1,5557,afternoon,matcha,10.57,0
579,1,438,morning,croissant,5.83,0
580,1,222,morning,coffee,3.81,1
581,1,5127,morning,croissant,5.83,0
582,1,8042,afternoon,croissant,5.83,0
583,1,3171,afternoon,coffee,3.81,0
584,1,1829,afternoon,coffee,3.81,0
585,1,2316,morning,croissant,5.83,0
586,1,3847,morning,croissant,5.83,0
587,1,4633,morning,muffin,2.63,0
588,1,3679,afternoon,croissant,5.83,0
589,1,1869,morning,muffin,2.63,1
590,1,2125,morning,croissant,5.83,0
591,1,8589,afternoon,muffin,2.63,1
592,1,597,afternoon,cookie,2.29,0
593,1,7726,afternoon,cookie,2.29,0
594,1,2641,morning,coffee,3.81,1
595,1,5947,afternoon,matcha,10.57,0
596,1,7408,afternoon,cookie,2.29,1
597,1,1358,afternoon,cookie,2.29,1
598,1,8722,afternoon,matcha,10.57,1
599,1,5225,afternoon,matcha,10.57,0
600,1,988,afternoon,cookie,2.29,1
601,1,3592,morning,cookie,2.29,0
602,1,4880,morning,coffee,3.81,0
603,1,4787,morning,croissant,5.83,0
604,1,4485,afternoon,matcha,10.57,0
605,1,5270,morning,matcha,10.57,0
606,1,4672,afternoon,matcha,10.57,0
607,1,3413,morning,croissant,5.83,0
608,1,6083,afternoon,matcha,10.57,0
609,1,1021,afternoon,muffin,2.63,0
610,1,7604,afternoon,muffin,2.63,0
611,1,3087,morning,cookie,2.29,0
612,1,9969,afternoon,cookie,2.29,0
613,1,7677,afternoon,matcha,10.57,0
614,1,7906,afternoon,cookie,2.29,0
615,1,7505,morning,coffee,3.81,0
616,1,1875,morning,muffin,2.63,0
617,1,3624,morning,coffee,3.81,0
618,1,1146,morning,matcha,10.57,0
619,1,9576,afternoon,muffin,2.63,1
620,1,9694,afternoon,croissant,5.83,0
621,1,8813,morning,croissant,5.83,0
622,1,6472,afternoon,matcha,10.57,1
623,1,1373,afternoon,muffin,2.63,0
624,1,5803,afternoon,matcha,10.57,0
625,1,9070,morning,croissant,5.83,0
626,1,1995,morning,coffee,3.81,1
627,1,1398,afternoon,croissant,5.83,1
628,1,9735,morning,coffee,3.81,0
629,1,4153,afternoon,matcha,10.57,0
630,1,9380,morning,coffee,3.81,0
631,1,9291,morning,muffin,2.63,0
632,1,5746,morning,muffin,2.63,0
633,1,2396,morning,croissant,5.83,0
634,1,4131,morning,croissant,5.83,0
635,1,2181,morning,muffin,2.63,0
636,1,9502,afternoon,matcha,10.57,0
637,1,1127,morning,coffee,3.81,1
638,1,10,afternoon,matcha,10.57,0
639,1,6322,afternoon,croissant,5.83,0
640,1,8089,afternoon,muffin,2.63,0
641,1,9031,afternoon,matcha,10.57,0
642,1,3376,morning,croissant,5.83,0
643,1,6730,morning,matcha,10.57,0
644,1,3957,morning,croissant,5.83,1
645,1,6025,morning,coffee,3.81,0
646,1,6412,afternoon,croissant,5.83,0
647,1,3429,morning,muffin,2.63,0
648,1,8608,morning,croissant,5.83,0
649,1,5870,afternoon,matcha,10.57,0
650,1,5383,afternoon,cookie,2.29,1
651,1,2575,afternoon,croissant,5.83,0
652,1,4833,afternoon,croissant,5.83,0
653,1,1980,morning,coffee,3.81,0
654,1,7900,afternoon,croissant,5.83,0
655,1,338,morning,muffin,2.63,0
656,1,5815,morning,matcha,10.57,0
657,1,3961,morning,coffee,3.81,0
658,1,2516,morning,matcha,10.57,0
659,1,8046,afternoon,cookie,2.29,0
660,1,9288,morning,matcha,10.57,0
661,1,820,morning,cookie,2.29,0
662,1,3281,morning,coffee,3.81,0
663,1,3927,morning,muffin,2.63,0
664,1,758,morning,coffee,3.81,1
665,1,8715,morning,cookie,2.29,0
666,1,4974,afternoon,muffin,2.63,0
667,1,9004,afternoon,matcha,10.57,0
668,1,5579,afternoon,croissant,5.83,0
