row_id,product_id,store_id,customer_id,promotion_id,store_sales,store_cost,units_sold,transaction_date
254,648,15,1250,0,8.1600,3.7536,3.0000,2014-12-06
255,650,14,7150,0,1.5500,0.5580,1.0000,2014-08-26
256,654,15,150,1170,8.6800,3.4720,4.0000,2015-06-08
257,656,7,8000,0,15.4000,5.5440,4.0000,2014-09-19
258,660,7,50,0,11.2000,3.5840,4.0000,2014-09-19
259,660,13,4900,0,8.4000,3.6960,3.0000,2014-12-25
260,660,14,7150,0,2.8000,0.8680,1.0000,2014-08-26
261,662,7,9550,0,4.6000,1.4260,2.0000,2015-03-03
262,672,15,3250,0,13.3600,4.4088,4.0000,2014-07-23
263,674,15,3500,0,12.7200,5.5968,4.0000,2014-07-27
264,676,13,7250,0,9.8700,4.0467,3.0000,2014-07-06
265,678,7,6500,0,14.7600,6.9372,4.0000,2014-11-02
266,682,7,1750,505,2.4400,0.9516,4.0000,2014-02-25
267,684,13,950,1014,3.4000,1.0880,5.0000,2015-07-03
268,690,13,950,0,4.3200,2.0736,3.0000,2014-10-02
269,696,13,6350,1019,1.4400,0.5040,2.0000,2015-09-11
270,698,7,8200,0,6.9900,2.4465,3.0000,2015-01-19
271,702,15,1500,1171,7.6800,3.4560,2.0000,2015-06-20
272,706,15,7750,0,10.3800,4.6710,3.0000,2015-09-27
273,706,14,7150,0,6.9200,2.6988,2.0000,2014-08-26
274,708,7,6400,514,11.0400,4.1952,3.0000,2014-07-05
275,712,7,9550,523,11.6100,4.2957,3.0000,2014-11-07
276,722,15,3700,0,5.6600,2.0942,2.0000,2014-02-02
277,728,15,9000,0,3.7800,1.4364,2.0000,2014-05-27
278,730,15,1250,0,5.1600,2.2704,3.0000,2015-02-19
279,736,15,6700,0,8.5200,4.0044,4.0000,2014-12-06
280,742,13,950,1015,7.4100,2.9640,3.0000,2015-07-15
281,742,15,9850,1171,7.4100,2.4453,3.0000,2015-06-19
282,748,7,9550,0,6.6000,3.0360,3.0000,2015-01-19
283,748,7,5250,548,8.8000,3.7840,4.0000,2015-10-21
284,748,15,9000,1168,6.6000,2.7060,3.0000,2015-05-09
285,750,7,3100,0,5.8500,1.9890,3.0000,2015-12-09
286,752,15,10150,1175,1.7000,0.7480,2.0000,2015-08-13
287,752,15,6700,0,2.5500,1.0965,3.0000,2015-09-27
288,754,15,1700,0,7.7100,2.7756,3.0000,2014-11-02
289,758,7,1150,0,12.7600,4.0832,4.0000,2015-01-05
290,758,7,3850,0,6.3800,2.9348,2.0000,2015-03-09
291,760,13,3950,1001,5.6100,2.0196,3.0000,2015-01-02
292,762,15,3700,1142,11.1000,3.7740,3.0000,2014-05-08
293,764,7,2200,0,11.4300,3.8862,3.0000,2015-07-23
294,764,13,3950,1019,11.4300,4.4577,3.0000,2015-09-11
295,766,15,2600,1160,1.8600,0.8742,3.0000,2015-01-16
296,772,13,950,0,7.7600,3.3368,4.0000,2015-06-16
297,776,13,4900,0,11.6700,5.6016,3.0000,2014-11-16
298,782,15,7750,0,7.0200,3.2994,3.0000,2015-09-14
299,782,15,9000,0,4.6800,2.2464,2.0000,2015-11-23
300,786,15,1250,0,3.8800,1.2804,4.0000,2015-02-19
301,786,15,8800,0,3.8800,1.8236,4.0000,2015-06-28
302,786,7,6400,0,3.8800,1.5908,4.0000,2014-10-22
303,790,15,150,0,3.0800,1.3244,4.0000,2015-01-24
304,792,14,4400,0,4.2600,2.0448,2.0000,2015-11-16
305,794,14,5800,0,1.2000,0.4800,1.0000,2014-09-20
306,808,15,6650,0,2.7800,1.1676,2.0000,2015-01-18
307,808,15,9900,0,5.5600,2.2796,4.0000,2015-09-27
308,810,7,2150,0,1.1400,0.3762,2.0000,2015-04-02
309,810,13,6350,0,1.7100,0.7011,3.0000,2015-10-25
310,812,13,7250,0,13.3600,6.2792,4.0000,2015-12-27
311,814,7,1650,0,6.9200,2.3528,4.0000,2015-09-22
312,816,7,9550,0,6.8700,3.2976,3.0000,2014-06-12
313,816,14,7150,0,4.5800,1.9236,2.0000,2014-08-26
314,820,7,2150,0,1.4000,0.5740,2.0000,2015-04-02
315,822,13,950,0,7.4400,2.8272,4.0000,2015-06-17
316,822,13,750,0,5.5800,2.2878,3.0000,2014-08-06
317,826,15,1250,0,7.3200,2.9280,4.0000,2015-12-03
318,830,13,7250,0,9.8000,3.0380,4.0000,2014-07-20
319,830,15,3700,0,7.3500,3.4545,3.0000,2014-12-23
320,842,15,9850,1171,9.6000,3.6480,3.0000,2015-06-19
321,842,13,7250,0,9.6000,2.9760,3.0000,2014-02-19
322,844,13,4900,0,9.9300,3.0783,3.0000,2014-12-11
323,848,13,950,1015,9.0400,2.8024,4.0000,2015-07-15
324,848,15,6650,0,6.7800,2.3730,3.0000,2015-08-03
325,850,7,7300,0,5.3200,2.6600,4.0000,2014-01-05
326,854,15,1450,0,6.4000,2.3680,4.0000,2015-07-01
327,854,15,6650,0,4.8000,2.2560,3.0000,2015-08-03
328,860,13,750,986,9.3600,3.6504,4.0000,2014-06-06
329,860,13,750,0,9.3600,4.2120,4.0000,2015-12-10
330,866,15,6700,0,6.9200,3.0448,2.0000,2014-08-17
331,870,7,9300,0,7.8800,3.4672,4.0000,2015-11-28
332,870,13,950,0,7.8800,2.7580,4.0000,2015-11-01
333,870,13,950,0,5.9100,2.8959,3.0000,2014-11-16
334,872,7,6500,537,7.5600,2.9484,3.0000,2015-05-21
335,874,13,950,0,7.9500,3.0210,5.0000,2015-02-17
336,874,13,6350,0,4.7700,2.1942,3.0000,2014-03-21
337,876,7,9300,0,5.1300,1.6416,3.0000,2015-02-20
338,878,7,4450,0,5.6100,2.2440,3.0000,2015-12-20
339,884,7,5250,0,5.2000,1.6120,2.0000,2015-01-20
340,884,13,3950,0,10.4000,3.5360,4.0000,2015-05-17
341,884,13,750,1012,5.2000,2.6000,2.0000,2015-06-05
342,888,13,7250,1014,3.5200,1.6896,4.0000,2015-07-03
343,888,15,5400,0,1.7600,0.7744,2.0000,2014-04-02
344,890,13,3950,0,7.8300,3.8367,3.0000,2015-01-11
345,894,13,950,1014,1.1400,0.4104,2.0000,2015-07-03
346,894,15,6700,1150,2.2800,1.0260,4.0000,2014-08-28
347,896,15,1250,0,10.7200,3.3232,4.0000,2015-02-19
348,896,7,600,523,5.3600,2.5192,2.0000,2014-11-07
349,898,15,8300,0,5.2200,1.6182,3.0000,2014-11-02
350,900,13,950,1014,7.4400,2.5296,4.0000,2015-07-03
351,900,15,3500,1177,7.4400,3.1992,4.0000,2015-09-10
352,902,13,4900,0,2.9100,1.1058,3.0000,2014-03-21
353,906,13,750,0,2.5200,1.0584,4.0000,2014-08-06
354,910,15,9850,0,5.5200,1.8768,3.0000,2015-04-19
355,912,7,2200,0,10.5200,4.1028,4.0000,2014-10-19
356,916,7,9550,523,7.7100,2.7756,3.0000,2014-11-07
357,916,13,7250,0,7.7100,2.7756,3.0000,2014-06-23
358,918,13,750,0,11.8800,5.2272,4.0000,2015-07-05
359,918,15,3650,0,8.9100,3.4749,3.0000,2015-02-04
360,920,13,950,0,1.4600,0.5986,2.0000,2015-11-01
361,920,13,950,0,2.1900,0.8760,3.0000,2014-11-16
362,922,7,6500,0,7.7700,2.4087,3.0000,2015-12-09
363,924,7,2200,0,5.4000,2.2680,2.0000,2015-10-01
364,928,15,7750,0,6.6000,1.9800,4.0000,2015-03-02
365,928,7,2200,523,6.6000,2.5080,4.0000,2014-11-07
366,938,15,3250,0,3.2200,1.4168,2.0000,2014-05-19
367,940,13,7250,0,8.5200,3.2376,3.0000,2014-08-24
368,942,7,3850,0,9.3600,4.2120,4.0000,2015-01-10
369,942,15,7750,0,7.0200,2.5272,3.0000,2015-09-14
370,942,7,9300,0,9.3600,3.1824,4.0000,2014-12-02
371,944,13,4900,0,3.5200,1.3376,4.0000,2014-12-11
372,946,13,6350,0,8.5500,4.1040,3.0000,2015-06-18
373,946,15,4000,0,5.7000,2.3370,2.0000,2014-07-03
374,948,15,9800,0,11.8400,4.2624,4.0000,2015-04-19
375,950,13,950,0,10.4100,4.4763,3.0000,2014-10-02
376,950,13,6350,0,10.4100,4.2681,3.0000,2014-11-16
377,952,15,1250,0,14.5500,6.9840,5.0000,2015-06-25
378,958,15,9900,1143,5.4400,2.0128,4.0000,2014-05-22
379,958,15,6850,0,5.4400,2.2304,4.0000,2014-07-23
380,960,7,2900,0,10.7500,4.4075,5.0000,2014-06-22
381,964,7,8700,504,3.9800,1.8308,2.0000,2014-02-16
382,966,15,9850,0,7.4700,3.0627,3.0000,2015-04-19
383,968,7,6400,514,2.5600,0.8192,2.0000,2014-07-05
384,972,7,4450,0,8.9200,3.1220,4.0000,2014-12-04
385,974,15,8300,0,2.3700,1.0428,3.0000,2014-02-19
386,976,13,7250,0,3.5100,1.2285,3.0000,2014-07-20
387,978,15,1450,0,4.8000,2.0160,3.0000,2015-04-20
388,980,7,4950,549,3.4400,1.1696,2.0000,2015-11-05
389,984,7,6500,537,3.2400,1.2960,4.0000,2015-05-21
390,984,15,1700,0,1.6200,0.6804,2.0000,2014-12-06
391,986,15,7750,0,7.0000,3.2200,2.0000,2015-09-14
392,986,7,8000,505,10.5000,4.7250,3.0000,2014-02-25
393,994,13,3950,0,3.1600,1.2956,4.0000,2015-03-19
394,994,15,10150,1168,1.5800,0.6794,2.0000,2015-05-09
395,996,7,7300,0,4.2500,1.9975,5.0000,2014-11-13
396,998,15,6650,0,5.0000,2.5000,4.0000,2015-08-03
397,1000,7,9500,0,10.7600,3.2280,4.0000,2015-08-27
398,1004,7,3850,0,14.3500,5.1660,5.0000,2014-07-10
399,1004,13,750,0,5.7400,2.4682,2.0000,2014-03-21
400,1006,13,950,0,4.2800,1.8832,2.0000,2014-01-11
