product_id,product_class_id,brand_name,product_name,price
1278,58,Pleasant,Pleasant Chicken Ramen Soup,2.8200
1280,93,Pleasant,Pleasant Canned Tuna in Oil,1.3700
1282,95,Pleasant,Pleasant Fancy Canned Anchovies,3.4400
1284,97,Pleasant,Pleasant Fancy Canned Oysters,2.4300
1286,58,Pleasant,Pleasant Rice Soup,0.9000
1288,3,Toucan,Toucan Canned Peaches,1.3800
1290,103,Framton,Framton Eyeglass Screwdriver,3.2100
1292,15,Booker,Booker Low Fat Cottage Cheese,3.3300
1294,14,Booker,Booker Sour Cream,1.7200
1296,11,Booker,Booker Muenster Cheese,2.5100
1298,11,Booker,Booker Low Fat String Cheese,1.3400
1300,11,Booker,Booker Head Cheese,1.4500
1302,11,Booker,Booker Sharp Cheddar Cheese,1.8500
1304,15,Booker,Booker Large Curd Cottage Cheese,0.6700
1306,76,Booker,Booker Buttermilk,2.4700
1308,76,Booker,Booker 1% Milk,2.5800
1310,6,Booker,Booker Strawberry Yogurt,3.9800
1312,81,Lake,Lake Chicken Hot Dogs,1.5300
1314,91,Lake,Lake Beef Bologna,0.6400
1316,81,Lake,Lake Turkey Hot Dogs,0.7100
1318,16,Lake,Lake Low Fat Cole Slaw,0.9300
1320,77,Lake,Lake Roasted Chicken,2.6600
1322,8,Lake,Lake Sliced Turkey,3.2000
1324,16,Lake,Lake Potato Salad,3.3100
1326,66,Giant,Giant Small Brown Eggs,1.7100
1328,66,Giant,Giant Small Eggs,2.2600
1330,66,Giant,Giant Egg Substitute,1.3300
1332,110,Carrington,Carrington Orange Popsicles,0.6900
1334,29,Carrington,Carrington Frozen Pancakes,1.8400
1336,64,Carrington,Carrington Frozen Sausage Pizza,3.3900
1338,63,Carrington,Carrington Fajita French Fries,2.2200
1340,64,Carrington,Carrington Frozen Pepperoni Pizza,2.5700
1342,64,Carrington,Carrington Frozen Mushroom Pizza,3.7300
1344,60,Carrington,Carrington Frozen Carrots,1.5200
1346,10,Carrington,Carrington Chicken TV Dinner,2.3500
1348,28,Carrington,Carrington Pancake Mix,2.4700
1350,63,Carrington,Carrington Home Style French Fries,0.9200
1352,9,Carrington,Carrington Ice Cream,2.6500
1354,60,Carrington,Carrington Frozen Cauliflower,1.4800
1356,60,Carrington,Carrington Frozen Corn,1.6000
1358,9,Carrington,Carrington Popsicles,2.1000
1360,100,Carrington,Carrington Frozen Chicken Wings,2.4200
1362,78,Hilltop,Hilltop Silky Smooth Hair Conditioner,1.4900
1364,39,Hilltop,Hilltop Whitening Toothpast,1.6000
1366,39,Hilltop,Hilltop Deodorant,2.7600
1368,79,Hilltop,Hilltop Extra Moisture Shampoo,3.5500
1370,79,Hilltop,Hilltop Apricot Shampoo,2.3800
1372,70,Hilltop,Hilltop Buffered Aspirin,2.4900
1374,72,Hilltop,Hilltop 200 MG Acetominifen,2.8900
1376,73,Hilltop,Hilltop Dishwasher Detergent,1.6800
1378,75,Hilltop,Hilltop Childrens Cold Remedy,0.7300
1380,74,Hilltop,Hilltop Mint Mouthwash,3.6200
1382,56,Sunset,Sunset Plastic Forks,1.1300
1384,56,Sunset,Sunset Plastic Knives,2.5700
1386,80,Sunset,Sunset 100 Watt Lightbulb,1.6400
1388,55,Sunset,Sunset Paper Plates,1.7500
1390,80,Sunset,Sunset 75 Watt Lightbulb,1.9100
1392,22,Sunset,Sunset Counter Cleaner,0.8300
1394,80,Sunset,Sunset 25 Watt Lightbulb,2.5300
1396,101,Sunset,Sunset D-Size Batteries,2.6500
1398,18,Sunset,Sunset Soft Napkins,3.1500
1400,18,Sunset,Sunset Toilet Paper,0.8600
1402,18,Sunset,Sunset Scented Toilet Tissue,2.5900
1404,40,Sunset,Sunset Frying Pan,2.7100
1406,47,Sunset,Sunset Bees Wax Candles,0.5600
1408,86,Sunset,Sunset Copper Pot Scrubber,2.6500
1410,41,Sunset,Sunset Scissors,1.7200
1412,41,Sunset,Sunset Screw Driver,1.8300
1414,65,Gerolli,Gerolli Seasoned Hamburger,1.3400
1416,108,Gauss,Gauss Monthly Auto Magazine,2.7800
1418,105,Gauss,Gauss Monthly Home Magazine,1.6100
1420,61,Hermanos,Hermanos Summer Squash,1.7300
1422,61,Hermanos,Hermanos Asparagus,2.2300
1424,61,Hermanos,Hermanos New Potatos,3.9100
1426,61,Hermanos,Hermanos Prepared Salad,3.7400
1428,61,Hermanos,Hermanos Green Pepper,3.8600
1430,61,Hermanos,Hermanos Lettuce,3.3600
1432,61,Hermanos,Hermanos Red Pepper,1.8000
1434,61,Hermanos,Hermanos Potatos,0.9300
1436,61,Hermanos,Hermanos Tomatos,0.9200
1438,61,Hermanos,Hermanos Baby Onion,1.3700
1440,61,Hermanos,Hermanos Fresh Lima Beans,2.8100
1442,99,Hermanos,Hermanos Limes,1.6400
1444,1,Hermanos,Hermanos Almonds,1.7600
1446,99,Hermanos,Hermanos Golden Delcious Apples,1.2600
1448,99,Hermanos,Hermanos Lemons,3.9400
1450,99,Hermanos,Hermanos Plums,2.7700
1452,61,Hermanos,Hermanos Broccoli,2.8900
1454,1,Hermanos,Hermanos Mixed Nuts,3.3900
1456,61,Hermanos,Hermanos Sweet Onion,1.8300
1458,99,Hermanos,Hermanos Honey Dew,2.9000
1460,1,Hermanos,Hermanos Walnuts,2.1300
1462,99,Hermanos,Hermanos Tangerines,0.7300
1464,24,Amigo,Amigo Lox,2.9600
1466,45,Fort West,Fort West Low Fat Cookies,1.8000
1468,12,Fort West,Fort West Corn Chips,1.2600
1470,45,Fort West,Fort West Sugar Cookies,2.4100
1472,45,Fort West,Fort West Fudge Cookies,2.2000
1474,12,Fort West,Fort West Potato Chips,2.1500
1476,45,Fort West,Fort West Graham Crackers,2.2600
1478,54,Fort West,Fort West Buttered Popcorn,2.6600
1480,54,Fort West,Fort West Low Fat Popcorn,1.4400
1482,83,Fort West,Fort West Avocado Dip,0.6000
1484,83,Fort West,Fort West Cheese Dip,0.6600
1486,84,Fort West,Fort West Mini Donuts,1.7800
1488,84,Fort West,Fort West Chocolate Donuts,2.3400
1490,82,Fort West,Fort West Sesame Crackers,1.4000
1492,109,Fort West,Fort West Dried Apples,1.5200
1494,109,Fort West,Fort West Strawberry Fruit Roll,1.6800
1496,109,Fort West,Fort West Grape Fruit Roll,2.4700
1498,109,Fort West,Fort West Raisins,2.3000
1500,109,Fort West,Fort West Dried Apricots,2.4100
