row_id,product_id,store_id,customer_id,promotion_id,store_sales,store_cost,units_sold,transaction_date
465,1136,13,950,0,7.2200,2.9602,2.0000,2014-11-25
466,1140,7,2200,0,10.2400,3.7888,4.0000,2015-06-20
467,1146,13,4900,0,7.7100,2.7756,3.0000,2015-10-03
468,1146,15,8250,0,5.1400,2.5700,2.0000,2014-12-06
469,1150,15,6700,0,6.3800,3.1900,2.0000,2015-12-02
470,1154,7,1750,505,3.4000,1.3940,2.0000,2014-02-25
471,1156,13,950,0,5.4600,2.6754,3.0000,2014-07-27
472,1162,15,6700,0,4.7700,2.3373,3.0000,2015-12-02
473,1164,13,7250,0,8.5500,3.3345,5.0000,2014-02-22
474,1168,13,950,0,11.4600,3.7818,3.0000,2015-02-10
475,1168,13,950,1023,11.4600,5.3862,3.0000,2015-11-07
476,1168,15,9900,0,7.6400,3.7436,2.0000,2015-07-01
477,1168,7,6400,514,11.4600,5.6154,3.0000,2014-07-05
478,1170,7,5250,0,5.3000,2.1200,2.0000,2015-11-28
479,1170,15,9000,1146,7.9500,2.8620,3.0000,2014-07-04
480,1176,13,3950,1001,6.8400,2.8728,4.0000,2015-01-02
481,1186,15,9850,0,5.0400,2.4696,3.0000,2015-04-19
482,1190,13,4900,0,3.9000,1.3650,3.0000,2015-09-05
483,1194,15,1700,0,8.4300,2.6133,3.0000,2015-08-03
484,1196,14,7950,1083,8.7600,3.2412,3.0000,2015-02-15
485,1196,15,7750,1149,5.8400,2.5112,2.0000,2014-08-12
486,1202,15,7750,0,15.7600,4.8856,4.0000,2015-09-14
487,1202,7,7300,0,11.8200,4.1370,3.0000,2014-11-13
488,1212,7,7300,0,2.6500,1.1925,5.0000,2014-01-05
489,1222,7,2150,0,7.3500,2.4990,3.0000,2014-11-01
490,1224,7,9350,512,3.7200,1.6368,3.0000,2014-06-05
491,1224,14,5600,0,2.4800,0.8928,2.0000,2014-02-25
492,1224,15,6300,0,4.9600,1.6368,4.0000,2014-03-22
493,1226,7,2150,0,8.8800,2.8416,3.0000,2015-04-02
494,1232,15,7750,0,4.5200,2.1696,4.0000,2015-03-02
495,1236,7,9350,0,13.2800,4.9136,4.0000,2014-03-24
496,1236,13,4900,0,9.9600,3.1872,3.0000,2014-12-18
497,1240,7,1900,0,9.0400,4.1584,4.0000,2015-12-07
498,1242,7,9300,0,5.9400,2.2572,3.0000,2015-02-20
499,1244,13,3950,0,3.6300,1.5246,3.0000,2015-03-19
500,1252,13,950,0,11.4000,4.3320,5.0000,2014-11-25
501,1254,13,950,1015,14.6800,5.1380,4.0000,2015-07-15
502,1254,7,4950,504,11.0100,4.5141,3.0000,2014-02-13
503,1254,13,950,0,14.6800,5.4316,4.0000,2014-05-01
504,1258,7,3850,0,2.4400,1.1468,4.0000,2015-01-10
505,1258,15,1700,0,2.4400,0.9028,4.0000,2014-11-04
506,1260,15,4000,0,2.0100,0.7035,3.0000,2015-10-26
507,1262,13,6350,0,2.2800,0.7752,3.0000,2015-09-19
508,1262,13,7250,980,3.8000,1.6720,5.0000,2014-03-04
509,1262,13,6350,0,2.2800,0.7524,3.0000,2014-06-02
510,1268,13,6350,1008,2.6000,1.3000,2.0000,2015-04-10
511,1274,15,10150,1175,3.9300,1.6899,3.0000,2015-08-13
512,1276,7,50,0,5.7200,2.5168,4.0000,2015-06-23
513,1276,15,9850,0,4.2900,1.6731,3.0000,2015-04-19
514,1282,13,750,0,10.3200,3.4056,3.0000,2014-11-18
515,1284,7,6500,505,9.7200,3.4992,4.0000,2014-02-25
516,1286,7,1650,0,2.7000,0.9450,3.0000,2014-06-07
517,1288,15,2600,1160,4.1400,2.0286,3.0000,2015-01-16
518,1294,13,950,986,6.8800,2.6144,4.0000,2014-06-06
519,1294,13,950,0,6.8800,2.2704,4.0000,2014-07-27
520,1296,13,4900,0,5.0200,2.1586,2.0000,2014-12-19
521,1298,15,9850,1171,2.6800,0.9916,2.0000,2015-06-19
522,1298,7,1750,505,4.0200,1.6884,3.0000,2014-02-25
523,1300,7,1150,0,4.3500,1.8270,3.0000,2014-01-05
524,1302,15,6300,0,5.5500,2.4975,3.0000,2014-09-02
525,1304,15,1700,0,2.6800,1.1792,4.0000,2015-08-03
526,1304,15,8300,0,2.0100,0.7236,3.0000,2014-11-02
527,1306,7,500,0,9.8800,4.0508,4.0000,2015-02-06
528,1308,7,8700,0,7.7400,3.5604,3.0000,2014-07-10
529,1314,7,3850,0,1.9200,0.6720,3.0000,2014-09-06
530,1318,15,10150,1175,2.7900,1.2555,3.0000,2015-08-13
531,1320,13,950,0,10.6400,4.7880,4.0000,2015-06-18
532,1320,13,950,0,10.6400,4.7880,4.0000,2015-08-22
533,1320,13,950,0,13.3000,6.1180,5.0000,2014-05-09
534,1326,13,3950,1001,6.8400,2.5308,4.0000,2015-01-02
535,1328,13,3950,0,4.5200,1.7176,2.0000,2015-02-25
536,1328,15,5400,0,9.0400,3.0736,4.0000,2015-07-21
537,1328,7,6500,0,11.3000,4.4070,5.0000,2015-12-09
538,1330,13,3950,0,3.9900,1.9551,3.0000,2014-01-11
539,1332,13,950,0,2.0700,0.8073,3.0000,2014-07-27
540,1332,15,3650,0,2.0700,0.8694,3.0000,2014-08-11
541,1332,15,9850,0,1.3800,0.6762,2.0000,2014-10-16
542,1334,15,10150,0,7.3600,2.9440,4.0000,2015-01-24
543,1338,7,50,0,6.6600,2.1978,3.0000,2015-06-23
544,1338,15,3700,1142,6.6600,2.2644,3.0000,2014-05-08
545,1340,7,7300,0,7.7100,2.9298,3.0000,2015-02-20
546,1344,15,3250,0,7.6000,3.6480,5.0000,2014-09-08
547,1346,15,6300,1140,7.0500,2.2560,3.0000,2014-04-09
548,1346,15,3500,0,7.0500,2.9610,3.0000,2014-07-27
549,1346,15,3700,0,7.0500,2.3970,3.0000,2014-12-23
550,1350,7,4950,549,3.6800,1.6560,4.0000,2015-11-05
551,1350,7,2200,523,3.6800,1.2144,4.0000,2014-11-07
552,1356,7,1900,0,4.8000,1.7760,3.0000,2015-12-07
553,1358,15,2600,0,4.2000,1.5120,2.0000,2014-07-06
554,1364,7,350,0,4.8000,1.6800,3.0000,2014-03-21
555,1366,7,9500,0,8.2800,2.9808,3.0000,2015-08-27
556,1366,13,4900,0,11.0400,3.6432,4.0000,2014-12-11
557,1370,7,4950,504,7.1400,3.4986,3.0000,2014-02-13
558,1370,13,750,0,7.1400,3.4272,3.0000,2014-03-21
559,1374,15,1450,1182,11.5600,4.1616,4.0000,2015-11-19
560,1378,15,6700,1149,2.1900,0.7008,3.0000,2014-08-12
561,1380,7,3850,0,18.1000,8.3260,5.0000,2015-03-09
562,1384,13,4900,1010,10.2800,4.1120,4.0000,2015-05-07
563,1386,7,8600,0,4.9200,1.8696,3.0000,2015-12-08
564,1388,13,950,0,5.2500,1.6800,3.0000,2015-06-16
565,1390,7,2800,0,3.8200,1.4898,2.0000,2015-04-03
566,1390,7,1150,0,7.6400,3.5144,4.0000,2014-01-05
567,1392,15,6700,0,3.3200,1.4940,4.0000,2014-08-17
568,1394,13,6350,0,10.1200,3.4408,4.0000,2014-03-21
569,1396,7,9300,0,7.9500,3.1800,3.0000,2015-11-28
570,1398,15,5400,0,9.4500,3.8745,3.0000,2015-07-21
571,1398,7,350,0,12.6000,5.5440,4.0000,2014-03-21
572,1400,15,4850,0,3.4400,1.1696,4.0000,2014-05-27
573,1400,15,6700,1150,2.5800,1.2642,3.0000,2014-08-28
574,1404,13,6350,0,8.1300,3.7398,3.0000,2015-10-02
575,1406,13,4900,0,1.6800,0.7560,3.0000,2015-10-03
576,1408,13,3950,0,10.6000,5.1940,4.0000,2015-10-25
577,1412,15,6700,0,3.6600,1.2444,2.0000,2015-12-02
578,1420,7,5250,548,5.1900,2.2317,3.0000,2015-10-21
579,1422,7,7300,0,8.9200,4.4600,4.0000,2015-02-05
580,1422,15,6850,0,6.6900,3.3450,3.0000,2015-06-25
581,1422,15,7750,0,8.9200,4.3708,4.0000,2015-09-27
582,1422,7,9550,0,8.9200,3.3004,4.0000,2014-06-12
583,1422,13,750,0,4.4600,1.3826,2.0000,2014-01-11
584,1424,13,6350,1008,7.8200,2.8934,2.0000,2015-04-09
585,1424,13,7250,0,15.6400,7.0380,4.0000,2014-02-19
586,1424,15,1700,0,7.8200,2.9716,2.0000,2014-11-04
587,1426,7,2900,0,11.2200,3.5904,3.0000,2014-06-22
588,1428,7,9550,0,7.7200,3.3196,2.0000,2015-03-03
589,1428,7,7300,0,11.5800,4.9794,3.0000,2015-12-20
590,1434,13,750,0,3.7200,1.6740,4.0000,2014-05-09
591,1434,15,1700,0,1.8600,0.8556,2.0000,2014-11-04
592,1442,7,50,0,4.9200,1.6236,3.0000,2014-09-19
593,1444,7,350,0,3.5200,1.0912,2.0000,2015-04-18
594,1444,15,3250,0,7.0400,2.8160,4.0000,2015-03-22
595,1452,7,9300,0,11.5600,4.9708,4.0000,2014-12-02
596,1454,7,6500,537,10.1700,3.6612,3.0000,2015-05-21
597,1462,13,4900,0,2.1900,0.7884,3.0000,2014-05-09
598,1466,13,750,986,3.6000,1.6920,2.0000,2014-06-06
599,1472,7,7300,0,8.8000,2.9040,4.0000,2015-02-05
600,1472,13,6350,0,6.6000,2.5740,3.0000,2015-08-18
