product_id,product_class_id,brand_name,product_name,price
302,4,Super,Super Oregano,3.4500
304,32,Super,Super Grape Jam,1.8900
306,32,Super,Super Strawberry Jam,3.9600
308,33,Super,Super Strawberry Preserves,2.1800
310,33,Super,Super Apple Preserves,0.7600
312,30,Excellent,Excellent Berry Juice,2.1300
314,52,Excellent,Excellent Strawberry Drink,1.8500
316,19,Excellent,Excellent Diet Soda,1.3100
318,19,Excellent,Excellent Diet Cola,2.4700
320,30,Excellent,Excellent Cranberry Juice,3.2600
322,52,Excellent,Excellent Apple Drink,2.9800
324,35,Best,Best Corn Puffs,1.9700
326,35,Best,Best Grits,2.4700
328,62,Better,Better Creamed Corn,1.2600
330,58,Better,Better Chicken Soup,3.9800
332,58,Better,Better Vegetable Soup,2.2100
334,58,Better,Better Noodle Soup,0.7800
336,58,Better,Better Chicken Noodle Soup,1.1500
338,58,Better,Better Beef Soup,0.5700
340,58,Better,Better Chicken Ramen Soup,0.6300
342,93,Better,Better Canned Tuna in Oil,1.5000
344,95,Better,Better Fancy Canned Anchovies,2.2800
346,97,Better,Better Fancy Canned Oysters,2.1200
348,58,Better,Better Rice Soup,1.2300
350,3,Swell,Swell Canned Peaches,1.6300
352,103,Black Tie,Black Tie Eyeglass Screwdriver,0.6700
354,15,Carlson,Carlson Low Fat Cottage Cheese,2.2500
356,14,Carlson,Carlson Sour Cream,2.3600
358,11,Carlson,Carlson Muenster Cheese,3.7500
360,11,Carlson,Carlson Low Fat String Cheese,1.3100
362,11,Carlson,Carlson Head Cheese,3.9700
364,11,Carlson,Carlson Sharp Cheddar Cheese,2.2000
366,15,Carlson,Carlson Large Curd Cottage Cheese,2.3600
368,76,Carlson,Carlson Buttermilk,1.1400
370,76,Carlson,Carlson 1% Milk,0.9200
372,6,Carlson,Carlson Strawberry Yogurt,3.9800
374,81,Moms,Moms Chicken Hot Dogs,1.4900
376,91,Moms,Moms Beef Bologna,2.2700
378,81,Moms,Moms Turkey Hot Dogs,1.1100
380,16,Moms,Moms Low Fat Cole Slaw,1.2200
382,77,Moms,Moms Roasted Chicken,1.6200
384,8,Moms,Moms Sliced Turkey,0.5400
386,16,Moms,Moms Potato Salad,2.2300
388,66,Urban,Urban Small Brown Eggs,2.3500
390,66,Urban,Urban Small Eggs,3.7400
392,66,Urban,Urban Egg Substitute,1.3000
394,110,Big Time,Big Time Orange Popsicles,3.1300
396,29,Big Time,Big Time Frozen Pancakes,3.2400
398,64,Big Time,Big Time Frozen Sausage Pizza,0.8000
400,63,Big Time,Big Time Fajita French Fries,1.4300
402,64,Big Time,Big Time Frozen Pepperoni Pizza,1.1300
404,64,Big Time,Big Time Frozen Mushroom Pizza,1.2500
406,60,Big Time,Big Time Frozen Carrots,1.6400
408,10,Big Time,Big Time Chicken TV Dinner,2.2000
410,28,Big Time,Big Time Pancake Mix,1.2600
412,63,Big Time,Big Time Home Style French Fries,1.3800
414,9,Big Time,Big Time Ice Cream,2.7700
416,60,Big Time,Big Time Frozen Cauliflower,3.3200
418,60,Big Time,Big Time Frozen Corn,3.1600
420,9,Big Time,Big Time Popsicles,2.2700
422,100,Big Time,Big Time Frozen Chicken Wings,3.6700
424,78,Steady,Steady Silky Smooth Hair Conditioner,1.4500
426,39,Steady,Steady Whitening Toothpast,0.6000
428,39,Steady,Steady Deodorant,0.6700
430,79,Steady,Steady Extra Moisture Shampoo,1.8000
432,79,Steady,Steady Apricot Shampoo,2.3500
434,70,Steady,Steady Buffered Aspirin,1.4200
436,72,Steady,Steady 200 MG Acetominifen,1.5300
438,73,Steady,Steady Dishwasher Detergent,1.9300
440,75,Steady,Steady Childrens Cold Remedy,0.6700
442,74,Steady,Steady Mint Mouthwash,2.2400
444,56,Red Wing,Red Wing Plastic Forks,2.5900
446,56,Red Wing,Red Wing Plastic Knives,3.7500
448,80,Red Wing,Red Wing 100 Watt Lightbulb,1.5400
450,55,Red Wing,Red Wing Paper Plates,3.3700
452,80,Red Wing,Red Wing 75 Watt Lightbulb,2.4800
454,22,Red Wing,Red Wing Counter Cleaner,0.9300
456,80,Red Wing,Red Wing 25 Watt Lightbulb,2.6700
458,101,Red Wing,Red Wing D-Size Batteries,1.5000
460,18,Red Wing,Red Wing Soft Napkins,1.6100
462,18,Red Wing,Red Wing Toilet Paper,2.1200
464,18,Red Wing,Red Wing Scented Toilet Tissue,3.5600
466,40,Red Wing,Red Wing Frying Pan,2.6300
468,47,Red Wing,Red Wing Bees Wax Candles,1.7400
470,86,Red Wing,Red Wing Copper Pot Scrubber,2.9000
472,41,Red Wing,Red Wing Scissors,0.8200
474,41,Red Wing,Red Wing Screw Driver,3.5200
476,65,Quick,Quick Seasoned Hamburger,3.6400
478,108,Dollar,Dollar Monthly Auto Magazine,2.9100
480,105,Dollar,Dollar Monthly Home Magazine,1.6900
482,61,Tell Tale,Tell Tale Summer Squash,0.7300
484,61,Tell Tale,Tell Tale Asparagus,3.6400
486,61,Tell Tale,Tell Tale New Potatos,1.1400
488,61,Tell Tale,Tell Tale Prepared Salad,2.5900
490,61,Tell Tale,Tell Tale Green Pepper,1.6500
492,61,Tell Tale,Tell Tale Lettuce,1.7700
494,61,Tell Tale,Tell Tale Red Pepper,1.9300
496,61,Tell Tale,Tell Tale Potatos,0.8400
498,61,Tell Tale,Tell Tale Tomatos,2.5500
500,61,Tell Tale,Tell Tale Baby Onion,2.6600
